doi,title,sentence,char_len
10.1021/acs.nanolett.7b00915,Improved Sodium-Ion Storage Performance of Ultrasmall Iron Selenide Nanoparticles,"Sodium-ion batteries are potential low-cost alternatives to current lithium-ion technology, yet their performances still fall short of expectation due to the lack of suitable electrode materials with large capacity, long-term cycling stability and high-rate performance.",270
10.1039/c6ra01870j,A promising anode material for sodium-ion battery with high capacity and high diffusion ability: graphyne and graphdiyne,"For GY and GDY, the maximum sodium storage concentration is NaC 4 and NaC 3 , respectively, far exceeding the upper limit of Na insertion into graphite to form the stage-II compound NaC 12 and being also superior to the case of Li inserting into graphite to form LiC 6 .",270
10.1039/c6ra01870j,A promising anode material for sodium-ion battery with high capacity and high diffusion ability: graphyne and graphdiyne,"For single-layer GDY, it is found that every triangular-like pore can furthest store three Na atoms at three symmetric corners, making a unique Na occupation pattern called as a triangular pattern and the stable conguration for maximum sodium storage responds to NaC 3 .",271
10.1038/s41467-020-16077-z,Red-phosphorus-impregnated carbon nanofibers for sodium-ion batteries and liquefaction of red phosphorus,"Using the P red @CNF film as working electrodes, all electrochemical measurements were carried out in half cells (CR2032-type coin cell) with sodium metal foils as counter electrodes, and 1.0 mol L -1 NaPF 6 (Sigma-Aldrich, >99%) was mixed with EC-DEC as the electrolyte.",271
10.1038/s41467-021-26032-1,Achieving stable Na metal cycling via polydopamine/multilayer graphene coating of a polypropylene separator,"First, the polydopamine layer features abundant polar groups, e.g., C=O, -OH, and -NH-, endowing it with excellent electrolyte wettability and strong substrate adhesion to facilitate homogeneous Na-ion transport and suppress the growth of Na dendrites at molecular level.",271
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"This is supported quantitatively in the parameter sensitivity analysis shown in Fig. 6, where some of the biggest drivers of forecasted Na-ion prices in 2030 and 2040 are accessible upper voltage cut-offs, cathode and anode specific capacities, and electrode thicknesses.",271
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"Therefore, Na 3.4 Zr 2 Si 2.4 P 0.6 O 12 strikes the optimal combination of density of diffusion carriers (i.e., availability of Na ions and vacancies in both Na and Na sites), and low migration barriers to achieve the fastest Na-ion transport in the NASICON electrolyte.",271
10.1021/cm504339y,Ordered and disordered polymorphs of Na(Ni2/3Sbl/3)O2: local structural ordering in honeycomb cathodes for Na-ion batteries,"Gavanostatic testing of the closely related compound Na2/3(Ni2/3Te 1/3)O2 has been recently reported 36, and this phase exhibits even higher discharge voltages of 4 V on average, as might be expected from the stronger repulsions associated with the higher valence of Te6+.",272
10.1038/s41560-021-00832-7,Persistent and partially mobile oxygen vacancies in Li-rich layered oxides,"Second, the prevention of cation disordering, which is inhibited in many Na-ion materials due to their large interlayer spacing and unique stacking order 69 , is another important strategy that may inhibit the structural changes necessary to accommodate an oxygen vacancy.",272
10.1038/s41467-024-44855-6,Alkaline-based aqueous sodium-ion batteries for large-scale energy storage,"The high concentration of OH -in electrolytes limits selection of cathodes because of the interaction of transition metal-based electrodes with OH -, leading to the deterioration of electrode structures, especially for Mn-based Prussian blue analogues (PBAs) cathodes 10 .",272
10.1039/c6ee00640j,Life cycle assessment of sodium-ion batteries,"It can be assumed that optimization potential is still given and thus a better performance can be achieved, especially by carefully selecting the cathode composition taking into account the environmental aspects and by reducing the impacts associated with the hard carbon.",272
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","The little Fe(CN) 6 vacancies in Fe II -C≡N-Mn II sites of the MnHCF-S-170 were beneficial to enhance the integrity of frame and provide smooth channels for Na-ion transport, thus possessing quick Na + ions and electrons migration kinetics to enhance the rate performance.",272
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","However, a few studies report no improvement in hard carbon cycling when FEC is used in the half-cell configuration (Figure 35d). 389 This finding is attributed to an increased polarization during discharge and an inefficient plating or stripping at the sodium metal anode.",273
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,We compared the electrochemical performance of our entropy and active-facet tuned cathode with other reported P2-type layered cathodes tested at different conditions (Supplementary Table 7 tested at a high rate and Supplementary Table 8 tested at the same cut-off voltage).,273
10.1002/aenm.202000135,Insights into the Enhanced Cycle and Rate Performances of the F-Substituted P2-type Oxide Cathodes for Sodium-Ion batteries,"A sharp signal appeared at -119 ppm in the NaF reference, while no detectable signals were observed in the cathode samples (note that the negative intensity observed in the Na2/3Ni1/3Mn2/3O1.95F0.05 results from the background subtraction process and is not a real signal).",273
10.1002/aenm.202201989,High-Entropy and Superstructure-Stabilized Layered Oxide Cathodes for Sodium-Ion Batteries,We show that the as-prepared high-entropy Na2/3Li1/6Fe1/6Co1/6Ni1/6Mn1/3O2 cathode enables superlattice structure with Li/transition metal ordering and delivers excellent electrochemical performance that is not affected by the presence of phase transition and oxygen redox.,273
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","The results showed that the high voltage inclined region was related to the adsorption of sodium ions, and in the other stage, sodium ions were embedded in the carbon material layers at appropriate spacing to form NaC x compounds, resulting in a flat low voltage platform .",273
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","This material demonstrated a gradually increasing reversible capacity of ~ 150 mAh g -1 at 50 mA g -1 . 287 This work was critical in stimulating the investigation of TiO 2 with various polymorphs including amorphous, anatase, rutile, brookite, and bronze as the SIB anode.",273
10.1038/s41467-020-15938-x,Operando visualisation of battery chemistry in a sodium-ion battery by 23Na magnetic resonance imaging,"Three-dimensional (3D) 1 H MR images of the electrolyte in the sodium metal cell were acquired using a multi-slice spin-echo sequence with horizontal frequency encoding, 15 mm isotropic field-of-view, with a 117 µm × 117 µm × 469 µm voxel size, and a 1.0 s repetition time.",273
10.1038/s41467-023-39637-5,Revealing the closed pore formation of waste wood-derived hard carbon for advanced sodium-ion battery,"To better uncover the correlation between the composition of wood precursor and the microstructure in its derived hard carbon, three wood precursors with low, middle and high contents of crystalline cellulose were chosen and noted as Lwood, M-wood and H-wood, respectively.",273
10.1002/ange.202003972,Realizing Complete Solid-Solution Reaction in High Sodium Content P2-Type Cathode for High-Performance Sodium-Ion Batteries,"A preferred occupancy at Na e sites is observed because of lower electrostatic repulsion at this position, which is commonly observed in P2-type compounds. [10a, 11a, 14] The specific crystallographic data of P2-NNMO and P2-NLNMO are listed in Tables S2 andS3, respectively.",274
10.1039/c6ta04273b,Combination of solid state NMR and DFT calculation to elucidate the state of sodium in hard carbon electrodes,"In our group's experiments, it can be observed that sodium storage capacity is controllable by the heat treatment conditions (temperature, treatment time, and so on) and the electrochemical conditions, including electrolyte additive and electrode binder/conductive additive.",274
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Qatarneh et al. 102 studied the impact of various driftwood biomasses (Alnus, Conifer, Fraxinus, Populus, and Salix), HTC temperatures (180, 200 and 220 °C) and HTC residence times (4, 6 and 12 h) on the properties and performance of the resulting hydrochar and hard carbon.",274
10.1038/s41467-019-11960-w,Cross-linked beta alumina nanowires with compact gel polymer electrolyte coating for ultra-stable sodium metal battery,"In order to reveal the role of networked ANs in ANs-GPE for Na-ion transportation behavior, we assembled the Li/ANs-GPE/ Li symmetrical cells and then charged/discharged these cells for 2 h and ten times at a current density of 0.5 mA cm -2 at 25 °C and 60 °C, respectively.",274
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","The electrolyte is an important component of battery system. 360 Its compatibility with sodium-based electrodes is an essential step towards development of advanced SIB technology. 14,40,361 Requirements for liquid electrolytes in SIBs are similar to those required for LIBs.",275
10.1002/aenm.202201989,High-Entropy and Superstructure-Stabilized Layered Oxide Cathodes for Sodium-Ion Batteries,"As shown in Fig. 4a, the pristine O3-type phase disappeared and a new P3-type phase emerged when charging from OCV to 3 V during the first cycle, which gradually evolved into P3-analogue without any new O3-type phase formation till the end of charge (cut-off voltage: 4.5 V).",275
10.1021/jacs.3c00117,Realizing High Capacity and Zero Strain in Layered Oxide Cathodes via Lithium Dual-Site Substitution for Sodium-Ion Batteries,"In addition, NMLMO exhibits an improved capacity retention of 80.9% compared to NMMO (57.1%) after 50 cycles at the rate of 0.5 C (Figure 3f), as well as a competitive rate performance (126 mAh g -1 at 5 C) among the reported P2-type oxide cathodes (Figure S17 and Table S8).",275
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Olivine-type NaFePO 4 is usually prepared by an ion-exchange method from LiFePO 4 in either organic or aqueous solution. 134 Therefore, smart structure design is still required to address these problems and further improve the electrochemical performance of olivine NaFePO 4 .",276
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"The smooth side surfaces before the cycles split into many thin sheets after 500 cycles, indicating that the repeated Na + de/intercalation leads to volumetric expansion and serious structural degradation, which could be associated with the fast capacity fade of the NaMNO 2 .",276
10.1039/d1ee01346g,Homogenous metallic deposition regulated by defect-rich skeletons for sodium metal batteries,"Here, sustainable carbon skeletons with rich defects and negligible pores have been rationally synthesized by one-step annealing at a low temperature (only 700 1C) from electrospun lignin mats, and then were employed as three-dimensional (3D) hosts for metallic sodium anodes.",276
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"While we observe small values of H R (0.01-0.2) throughout the Na concentration range in the NASICON, indicating significant cross-correlation between Na ions, H R at low Na concentrations (x 0) is moderately high (~0.2) compared to high Na concentrations (H R ~0.01 at x ~3).",276
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"The average D Na+ for both samples are around 10 -8 cm 2 s -1 in the low and middle voltage region (2.0-4.05 V) during either charging or discharging, where the charge compensation is mainly contributed by the cationic redox (Ni 2+ /Ni 3+ , Mn 3+ /Mn 4+ , and Cu 2+ / Cu 3+ ).",276
10.1038/s41467-023-38822-w,Bioinspired design of Na-ion conduction channels in covalent organic frameworks for quasi-solid-state sodium batteries,"Benefiting from the precise charge design of the biomimetic Na + channel, the TPDBD-CNa-QSSE shows a larger t Na+ of 0.90 than the TPBD-QSSE (0.74), suggesting a better ion migration capability (Fig. 5e, Supplementary Fig. 30, Supplementary Table 3, and Supplementary Note 3).",276
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"For these reasons, HCs may enable the first generation of Na-ion batteries to demonstrate commercial viability but may require considerable specific capacity improvements (>400 mAh g -1 ) or outright replacement to enable long-term techno-economic competitiveness with Li-ion.",276
10.1038/ncomms7954,P2-Na0.6[Cr0.6Ti0.4]O2 cation-disordered electrode for high-rate symmetric rechargeable sodium-ion batteries,"This behaviour is very different from some other P2-type electrodes such as Na x CoO 2 , Na x VO 2 , where multiple plateaus were observed during sodium deintercalation/intercalation, which is related to the formation of Na þ /vacancy and charge-ordered superstructures 9,16 .",276
10.1038/s41467-022-30942-z,Niobium-doped layered cathode material for high-power and low-temperature sodium-ion batteries,"We further compared the performance of P2-NaMNNb with P2-type cathode materials reported in the literature tested in different voltage ranges in terms of averaged cell discharge voltage, specific capacity, and rate performance (Supplementary Fig. 18 and Supplementary Table 5).",277
10.1007/s40820-020-00587-y,From Micropores to Ultra-micropores inside Hard Carbon: Toward Enhanced Capacity in Room-/Low-Temperature Sodium-Ion Storage,"Compared with alloy-and conversion-based anode materials with high plateau voltage and poor cycling stability , hard carbon has been considered as a promising candidate for the anode materials of SIBs due to its lower plateau voltage and acceptable capacity (~ 300 mAh g -1 ) .",277
10.1038/ncomms7865,Radially aligned hierarchical columnar structure as a cathode material for high energy density sodium-ion batteries,"From the comparison of the chargedischarge curves of presodiated and as-prepared hard carbon electrodes, we could calculate that the inserted amount of sodium during presodiation is about 0.18 mol per C 6 (Theoretical capacity of hard carbon is about 375 mAh g À 1 for NaC 6 ).",277
10.1039/c6ta04273b,Combination of solid state NMR and DFT calculation to elucidate the state of sodium in hard carbon electrodes,"Each observed spectrum was ascribed to combinations of Na + ions from the electrolyte, reversible ionic Na components, irreversible Na components assigned to solid electrolyte interphase (SEI) or nonextractable sodium ions in HC, and decomposed Na compounds such as Na 2 CO 3 .",277
10.1002/aenm.201702781,Article type: Full Paper Insights into the Na + Storage Mechanism of Phosphorus-Functionalized Hard Carbon as Ultra-High Capacity Anodes,"As firstly proposed by Stevens and Dahn in 2000s, the sodium storage behaviors of hard carbons were defined as ""house of cards"" model. Namely, the slope and plateau capacities correspond to Na intercalation between graphene layers and nanopore filling/nanoplating, respectively.",278
10.1007/s40820-020-00567-2,High-Energy and High-Power Pseudocapacitor–Battery Hybrid Sodium-Ion Capacitor with Na+ Intercalation Pseudocapacitance Anode,"Recently, sodium-ion storage anode nanomaterials and nanocomposites, such as Ti 2 CT x -MXene nanosheets , mesoporous TiO 2 / reduced graphene oxide (rGO) , nano-Nb 2 O 5 @C/rGO , and MoS 2 nanosheets , showed high-rate capability owing to the contribution of pseudocapacitance.",278
10.1002/aenm.202000135,Insights into the Enhanced Cycle and Rate Performances of the F-Substituted P2-type Oxide Cathodes for Sodium-Ion batteries,"The detailed fitting curves of peak current (Ip) vs. square root of scan rates (v 1/2 ) and the corresponding calculated results by the Randles-Sevcik formula for Na2/3Ni1/3Mn2/3O2 and Na2/3Ni1/3Mn2/3O1.95F0.05 are shown in Figure S 18a & S18d and Table S 5 & S 6, respectively.",278
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,"In conclusion, via well-controlled syntheses, comprehensive structural characterizations and first principles DFT studies, we, for the first time, provide in-depth insights on the correlation between the local structure of hard carbon and the corresponding capacity performance.",278
10.1039/c4ta06467d,Recent developments in electrode materials for sodium-ion batteries,The extremely small volume change during the phase transformations results in the material being extremely stable during the charge-discharge processes. 106 NASICON (Na + superionic conductor)-type materials have been extensively studied as solid electrolytes in Na-S batteries.,278
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Ma et al. employed operando synchrotron high-energy X-ray diffraction (HEXRD) to explore the formation of P2-type Na 2/3 MnO 2 . 422 To the best of our knowledge, this is the first case using operando HEXRD to investigate the solid-state synthesis of cathode materials for SIBs.",278
10.1038/ncomms7929,Na+ intercalation pseudocapacitance in graphene-coupled titanium oxide enabling ultra-fast sodium storage and long-term cycling,Further sodiation dynamics analysis based on first-principle calculations shows that the hybridization of graphene with TiO 2 nanocrystals provides a more feasible channel at the graphene-TiO 2 interface for sodium intercalation/deintercalation with a much lower energy barrier.,278
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Among them, aqueous full-cell systems can only offer an energy density of lower than 50 Wh kg This review summarizes the main achievements in the development of high-performance SIB materials and the advanced diagnostic techniques used to understand Na + intercalation chemistry.",279
10.1021/acsami.5b10875,Carbonized-leaf Membrane with Anisotropic Surfaces for Sodium-ion Battery,"The carbonized leaf membrane possesses anisotropic surfaces and internal hierarchical porosity, exhibiting a high specific capacity of 360 mAh/g and a high initial Coulombic efficiency of 74.8% as a binder-free, current collector-free anode for rechargeable sodium ion batteries.",279
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"Thus, tuning the Si concentration (or, equivalently, increasing the number of 4+ instead of 5+ cations within the polyanion groups) in the NASICON structure (via aliovalent doping, for example), provides a new way for optimizing ionic transport in this class of ionic conductors.",279
10.1007/s40820-020-00567-2,High-Energy and High-Power Pseudocapacitor–Battery Hybrid Sodium-Ion Capacitor with Na+ Intercalation Pseudocapacitance Anode,"Therefore, there is a clear need for novel sodium-ion storage anode materials, delivering high-rate capability (up to 100 C) in appropriate potential range (before the electrolyte decompose), to enable fast charging and long-period high-power delivering for highperformance SICs.",279
10.1038/s41467-022-35617-3,Surface-redox sodium-ion storage in anatase titanium oxide,"The kinetics for sodium-ion storage in TiO 2 (A) are very different from those of lithium-ion processes as the surface-redox mechanism for sodium-ion storage is not limited by semi-infinite diffusion and exhibits excellent rate capability, cycle stability and low overpotentials.",279
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"In this work, we have designed and synthesized a series of multi-element P2-type Na 0.62 Mn 0.67 Ni 0.23 Cu 0.05 Mg 0.09-2y Ti y O 2 (CuMgTi-571, y = 0.01; CuMgTi-552, y = 0.02; CuMgTi-533, y = 0.03) layered cathodes with different configurational entropy and {010} active facets.",280
10.1038/s41598-017-04958-1,3D free-standing nitrogen-doped reduced graphene oxide aerogel as anode material for sodium ion batteries with enhanced sodium storage,"Carbonaceous materials, the common anode materials for lithium ion batteries, are considered as the attractive anode candidates for sodium ion batteries because of their good electrical conductivity, environmental friendly, low cost, and stable chemical and physical properties 8 .",281
10.1007/s40820-023-01232-0,High-Entropy Layered Oxide Cathode Enabling High-Rate for Solid-State Sodium-Ion Batteries,"Sodium-ion batteries (SIBs) have attracted huge attention as a prospective alternative to lithium-ion batteries (LIBs), particularly in large-scale energy storage because of the abundance and low price of Na resources, as well as similar chemical properties to the commercial LIB .",281
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,"This article presents two key discoveries: first that characteristics of hard carbon's structure can be modified systematically by heteroatom doping, and second, that these changes greatly affect Na-ion storage properties, which reveal the mechanisms for Na storage in hard carbon.",281
10.1038/am.2016.53,Understanding sodium-ion diffusion in layered P2 and P3 oxides via experiments and first-principles calculations: a bridge between crystal structure and electrochemical performance,"For the P2 phase, however, the transition metal repulsion tends to increase the relative energy of the Na I site (ca. 0.3 eV), thereby counterbalancing the intralayer Na-ion interaction to some extent, resulting in a low activation energy barrier for Na-ion diffusion (ca. 0.1 eV).",281
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,"The lack of mechanistic understanding of Na-ion storage in hard carbon has, indeed, slowed the progress toward tailor-designed hard carbon structures for high capacity values, and the reported reversible desodiation capacity for typical hard carbon has rarely been above 300 mAh/g.",281
10.1039/d1ee01346g,Homogenous metallic deposition regulated by defect-rich skeletons for sodium metal batteries,"Advanced characterisation methods and multi-scale modelling were employed to elucidate the roles of defects versus pores towards dendrite-free interfaces, which can lay a solid foundation and provide universal guidance for the development of high-performance sodium metal batteries.",282
10.1039/c6ta04273b,Combination of solid state NMR and DFT calculation to elucidate the state of sodium in hard carbon electrodes,"It is particularly interesting that sodium ions are apparently inserted into both adsorption sites simultaneously, whereas lithium is rst stored between carbon layers and is then inserted into pores. 33 The spectral shapes of HC-1300 and HC-1600 are mutually similar (Fig. 4 and5).",282
10.1038/s41467-019-10551-z,Tailoring sodium intercalation in graphite for high energy and power sodium ion batteries,"Meanwhile, it was revealed by Jache et al. 16 and our group 17 that sodium can be reversibly stored in graphite through co-intercalation reactions, where solvated sodium ions are intercalated into the galleries of graphite, forming a ternary graphite intercalation compound (t-GIC).",282
10.1021/ja512383b,Removal of Interstitial H<sub>2</sub>O in Hexacyanometallates for a Superior Cathode of a Sodium-Ion Battery,Electrochemical performances were evaluated with CR2032 coin half-cells composed of a cathode and a metallic-sodium anode with 1 mol L -1 NaClO 4 in 1:1 diethyl carbonate/ethylene carbonate electrolyte containing 10 wt % fluoroethylene carbonate and a Whatman glass-fiber separator.,282
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"Nevertheless, sodium possessing the similar physical and chemical properties with lithium has almost infinite supply, and has attracted great attentions to develop room-temperature sodium-ion batteries (SIBs). Great efforts have been made in the design of SIBs with high efficiency.",282
10.1007/s40820-018-0200-x,Improved Electrochemical Performance Based on Nanostructured SnS 2 @CoS 2 -rGO Composite Anode for Sodium-Ion Batteries,"As promising alternatives to lithium-ion batteries (LIBs), sodium-ion batteries (SIBs) have attracted increasing attention, by virtue of the low cost and natural abundance of sodium salts, in combination with a suitable redox potential (-2.71 V vs. the standard hydrogen electrode) .",283
10.1038/s41467-023-38822-w,Bioinspired design of Na-ion conduction channels in covalent organic frameworks for quasi-solid-state sodium batteries,"Herein, inspired by the Na + /K + conduction in biological membranes, we report a (-COO -)-modified covalent organic framework (COF) as a Na-ion quasi-solid-state electrolyte with sub-nanometre-sized Na + transport zones (6.7-11.6 Å) created by adjacent -COO -groups and COF inwalls.",283
10.1038/ncomms7929,Na+ intercalation pseudocapacitance in graphene-coupled titanium oxide enabling ultra-fast sodium storage and long-term cycling,"Further DFT calculations of the voltage profiles based on the sodium intercalation energies in bulk TiO 2 -B with sodium concentrations of x ¼ 0.065-0.5 demonstrate an average discharging voltage of B1.0 V, slightly higher (B0.2 V) than the experimental value (Supplementary Fig. 4).",283
10.1039/c8ta09422e,A Novel P3-type Na2/3Mg1/3Mn2/3O2 as High Capacity Sodium-Ion Cathode Using Reversible Oxygen Redox,"Regarding the structural stability upon (de)sodiation of these P2-type cathodes, Bruce et al. 27 has shown that Mg substitution in the P2-Na 2/3 Mg x Ni 1/3-x Mn 2/3 O 2 compounds can efficiently suppress the P2-O2 phase transition and thus improve their electrochemical performance.",283
10.1038/s41467-021-21488-7,"A stable cathode-solid electrolyte composite for high-voltage, long-cycle-life solid-state sodium-ion batteries","By replacing flammable organic liquid electrolytes with solid electrolytes (SEs), solid-state sodium-ion batteries (SSSB) promise not only higher safety, but also potentially enable higher voltage cathodes, metal anodes, and stacking architectures to achieve higher energy densities.",283
10.1038/s41467-022-30942-z,Niobium-doped layered cathode material for high-power and low-temperature sodium-ion batteries,"Polyvinylidene fluoride (PVDF, 99.5%, Alfa Aesar), N-Methyl pyrrolidone (NMP, 99.5%, Alfa Aesar), hard carbon (average particle size of 1.1 nm; in-house prepared via bottom-up ZnO-assisted bulk etching strategy 66 ), acetylene black (99.5%, Alfa Aesar, average particle size: 300 nm).",284
10.1007/s40820-023-01082-w,Interface Engineering of Fe7S8/FeS2 Heterostructure in situ Encapsulated into Nitrogen-Doped Carbon Nanotubes for High Power Sodium-Ion Batteries,"Particularly, the higher I D /I G value of Fe 7 S 8 /FeS 2 /NCNT (0.86) than those of Fe 7 S 8 / NCNT (0.81) and FeS 2 /NCNT (0.80) means that the more defects generated in the heterostructure, offering extra active sites and contributing to improving the sodium storage performance .",284
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"As shown in Supplementary Fig. 5, similar to most P2-type cathode materials, both Na 0.62 Mn 0.67 Ni 0.23 Cu 0.05 Mg 0.09-2y Ti y O 2 and NaMNO 2 cathodes exhibit multiple pairs of redox peaks, corresponding to a series of phase transition reactions occurring during charge/discharge.",284
10.1038/s41467-019-10551-z,Tailoring sodium intercalation in graphite for high energy and power sodium ion batteries,"Na-ion full cells with graphite anodes, Na 1.5 VPO 4.8 F 0.7 cathodes, and an optimal ether-based electrolyte presented an outstanding electrochemical performance, with one of the highest voltages of about 3.1 V and the competitive highenergy density of 149 Wh kg -1 both electrodes .",284
10.1002/aenm.201700514,Additional Sodium Insertion into Polyanionic Cathodes for Higher‐Energy Na‐Ion Batteries,"However the sample considered in that study had considerable NASICON impurities and the electrochemical curve reported for their gallium-doped sample only showed ∼65 mAh/g of capacity above 2 V, which is the capacity that would be obtained if the V 4+ /V 5+ redox couple was not active.",286
10.1038/s41467-021-25610-7,Boron-doped sodium layered oxide for reversible oxygen redox reaction in Na-ion battery cathodes,"The B-doped O3-type NaLi 1/9 Ni 2/9 Fe 2/ 9 Mn 4/9 B 1/50 O 2 (NLNFMB) exhibits a higher reversible capacity of 160.5 mA h g -1 at 0.1C (25 mA g -1 ) and cycling stability with 82.8% after 200 cycles at 1C (250 mA g -1 ) in a half cell, compared with that of the undoped pristine NLNFM.",286
10.1038/s41467-017-00211-5,Alkaline earth metal vanadates as sodium-ion battery anodes,"Because of the ""spectator effect"" of nano-sized alkaline earth oxides (such as CaO) and the unique properties of vanadium (multivalent and strong V-O bond strength), alkaline earth metal vanadates are expected to exhibit both high capacity and long-term cycling stability as SIB anodes.",286
10.1038/s41467-022-30942-z,Niobium-doped layered cathode material for high-power and low-temperature sodium-ion batteries,"In this study, we report the preparation, physicochemical and electrochemical characterizations of a Nb-doped P2-type cathode active material (i.e., Na 0.78 Ni 0.31 Mn 0.67 Nb 0.02 O 2 hereinafter P2-NaMNNb) capable of efficient battery cycling at low temperatures (LTs) such as -40 °C.",286
10.1021/acsaem.0c01614,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,"Electrochemical results revealed different sodiation-desodiation trends in the galvanostatic potential profiles and varying ICE, and were compared with theoretical studies to understand the effect of the varying hard carbon structure on the sodium storage process at different voltages.",286
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"A high average ICE of 98.21% (standard deviation: 1.55%) can be reached by simply prolonging the aging time to achieve sufficient desolvation, which is significantly higher than the recently reported ICE data (generally below 92%) using advanced hard carbons and optimized electrolytes .",287
10.1038/ncomms10308,Insertion compounds and composites made by ball milling for advanced sodium-ion batteries,"In addition to layered oxides, the polyanionic compound NVPF (Na 3 V 2 (PO 4 ) 2 F 3 ) is also of great interest as a positive electrode in Na-ion cells 25,26 since it shows high-voltage plateaus near 3.6 and 4.2 V, whose equal amplitudes provide a cumulative capacity ofB110 mAh g À 1 .",287
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"To assess the reliability of our kMC calculations, we have synthesized different compositions of the NASICON, namely, Na 2.5 Zr 2 -Si 1.5 P 1.5 O 12 , Na 3 Zr 2 Si 2 P 1 O 12 , and Na 3.4 Zr 2 Si 2.4 P 0.6 O 12 (Supplementary Table 6) and measured their Na-ion transport characteristics.",287
10.1007/s40820-023-01082-w,Interface Engineering of Fe7S8/FeS2 Heterostructure in situ Encapsulated into Nitrogen-Doped Carbon Nanotubes for High Power Sodium-Ion Batteries,"The Fe 7 S 8 /FeS 2 heterostructures can induce a large number of lattice defects and rapid charge transfer, which together with the excellent electronic conductivity and sufficient buffer space offered by the NCNT, contribute to boosting the electrochemical sodium storage performance .",287
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Petrochemical-derived Pitch was also used for the synthesis of hard carbon; however, pre-oxidation treatments or mixtures with precursors containing oxygen (lignin, phenolic resin, reduced graphite oxide) have been used to avoid the graphitization of pitch and formation of soft carbon .",287
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"To further unravel the robust structural stability of the entropy and crystal-facet tuned cathodes, the morphologies of CuMgTi-571 and NaMNO 2 after 500 cycles at 1 C (1 C = 120 mA g -1 ) were further compared (both materials using a Na metal anode are tested in coin cell configuration).",288
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Very recently, Kano et al. reported a high reversible capacity of 438 mAh g -1 for hard carbon by using the carbon sources including a pore-forming agent prepared by high temperature of 2100 °C. 244 Extensive attempts have been made to investigate the Na storage mechanism of hard carbon.",288
