doi,title,year,abstract,citations,source
10.1021/acssensors.5c02385,Aging the Imprint: Enhanced Performance of a Silver Prussian Blue Analogue–MIP Electrochemical Sensor for Sulfamethoxazole Detection in Milk,2025,,1,crossref
10.1021/acsabm.3c01297,Composite of a Stabilizer-Free Trimetallic Prussian Blue Analogue (PBA) and Polyaniline (PANI) on 3D Porous Nickel Foam for the Detection of Nitrofurantoin in Biological Fluids,2024,,11,crossref
10.1016/j.ijhydene.2021.01.091,Ultrasmall size FeNi Prussian blue analogue on rGO with accurate heteronuclear adsorption sites toward efficient electrochemical nitrogen fixation,2021,,14,crossref
10.1016/j.jhazmat.2019.120786,Porous NiFe-oxide nanocubes derived from prussian blue analogue as efficient adsorbents for the removal of toxic metal ions and organic dyes,2019,,68,crossref
10.1021/acsaem.2c02288,Formation of Mn–Ni Prussian Blue Analogue Spheres as a Superior Cathode Material for Potassium-Ion Batteries,2022,,63,crossref
10.1039/d1cc01160j,High-temperature electron transfer coupled spin transition (ETCST) with hysteresis in a discrete [Fe<sub>2</sub>Co<sub>2</sub>] Prussian blue analogue,2021,"<p>A thermoresponsive Fe–Co based discrete Prussian blue analogue (PBA) with the general formula [Fe(Tp)(CN)<sub>3</sub>]<sub>2</sub>[Co{en(Bn)py}]<sub>2</sub>(ClO<sub>4</sub>)<sub>2</sub>·4MeOH·4H<sub>2</sub>O <italic>i.e.</italic> [1·4MeOH·4H<sub>2</sub>O] is reported, which discloses a sharp and high temperature ETCST along with a wide hysteresis of 10 K observed for its desolvated complex <bold>1</bold>.</p>",29,crossref
10.1016/j.jmmm.2019.165276,Molecular magnetic thin films made from Ni-Co Prussian blue analogue anchored on silicon wafers,2019,,14,crossref
10.1016/j.jallcom.2019.152332,Porous transition metal phosphides derived from Fe-based Prussian blue analogue for oxygen evolution reaction,2020,,58,crossref
10.1002/chem.201504444,"Design of a Prussian Blue Analogue/Carbon Nanotube Thin‐Film Nanocomposite: Tailored Precursor Preparation, Synthesis, Characterization, and Application",2016,"<jats:title>Abstract</jats:title><jats:p>Multi‐walled carbon nanotubes (MWCNTs) filled with different species of cobalt (metallic cobalt, cobalt oxide) were synthesized by a chemical vapor deposition method through cobaltocene pyrolysis. A systematic study was performed to correlate different experimental conditions with the structure and characteristics of the obtained material. Thin films of Co‐filled CNTs were deposited over conductive substrates through a liquid–liquid interfacial method and",33,crossref
10.1016/j.jelechem.2020.114556,Prussian blue analogue Cu3[Fe(CN)6]2 derived N-doped Cu/Fe3C clusters as an excellent non-noble metal ORR catalyst for microbial fuel cells,2020,,12,crossref
10.1021/acs.inorgchem.3c03041,Spongelike Bimetallic Selenides Derived from Prussian Blue Analogue on Layered Ni(II)-Based MOF for High-Efficiency Supercapacitors,2023,,18,crossref
10.1016/j.jallcom.2022.165334,CeO2-modulated CoP derived from prussian blue analogue boosting hydrogen evolution reaction electrocatalysis,2022,,23,crossref
10.1002/ange.202505813,Cooperativity of Electron Transfer Coupled Spin Transitions in a Tetranuclear Fe/Co Prussian Blue Analogue Revealed by Ultrafast Spectroscopy,2025,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Cooperative intermolecular interactions, usually observed in solid state, can confer useful properties to stimuli–responsive spin transition materials. Here, we demonstrate for the first time intramolecular cooperativity between the two Fe–Co subunits of a molecular cyanido‐bridged square Fe
                    <jats:sub>2</jats:sub>
                    Co
                    <jats:sub>2</jats:sub>
                 ",0,crossref
10.1016/j.cej.2024.153457,Hydrothermal pre-anchoring and in-situ preparation of Prussian blue analogue-polymeric carbon nitride nanorods hybrid for robust and efficient cesium adsorption,2024,,32,crossref
10.1016/j.jcis.2022.06.036,Prussian blue analogue/KB-derived Ni/Co/KB composite as a superior adsorption-catalysis separator modification material for Li-S batteries,2022,,16,crossref
10.1016/j.ijhydene.2020.03.064,Construction of hierarchical Prussian Blue Analogue phosphide anchored on Ni2P@MoOx nanosheet spheres for efficient overall water splitting,2020,,15,crossref
10.1016/j.electacta.2020.137410,A novel edge-rich structure of CuO/Co3O4 derived from Prussian blue analogue as a high-rate and ultra-stable electrode for efficient capacitive storage,2021,,29,crossref
10.1007/s11696-020-01326-8,Prussian blue analogues as heterogeneous catalysts for hydrogen generation from hydrolysis of sodium borohydride: a comparative study,2020,,5,crossref
10.1007/s12274-023-6394-3,Enhanced conductivity and stability of Prussian blue cathodes in sodium-ion batteries by surface vapor-phase molecular self-assembly,2024,,23,crossref
10.1016/j.jallcom.2023.170525,Construction of 3D carbon dots/Prussian blue analogue-derived phosphide nanocomposites on Ni foam for high-performance supercapacitors,2023,,10,crossref
10.1016/j.cej.2024.153353,Prussian blue analogue derived porous hollow nanocages comprising polydopamine-derived N-doped C coated CoSe2/FeSe2 nanoparticles composited with N-doped graphitic C as an anode for high-rate Na-ion batteries,2024,,29,crossref
10.1007/s40242-024-4020-x,Prussian Blue Analogue Derived N-Doped Graphitic Carbon Wrapped Iron-Cobalt Nanoparticles as Recyclable Heterogeneous Catalysts for Friedel-Crafts Acylation,2024,,6,crossref
10.1016/j.nanoen.2019.04.059,Achieving long-life Prussian blue analogue cathode for Na-ion batteries via triple-cation lattice substitution and coordinated water capture,2019,,222,crossref
10.1039/d3cy00957b,On the role of potassium in Prussian blue analogue-derived Mn–Co catalysts applied in the CO hydrogenation to higher alcohols,2023,<jats:p>The lowering of the K content of phase-pure Mn–Co-derived Prussian blue analogue (PBA)-based catalysts applied in higher alcohol synthesis was achieved by an additional washing step and by substituting K<jats:sup>+</jats:sup> cations by (NH<jats:sub>4</jats:sub>)<jats:sup>+</jats:sup> cations prior to synthesis.</jats:p>,2,crossref
10.1002/smll.202406369,Longevous Protic Hybrid Supercapacitors Using Bimetallic Prussian Blue Analogue/rGO‐Based Nanocomposite Against MXene Anode,2024,"<jats:title>Abstract</jats:title><jats:p>MXenes exhibit a unique combination of properties—2D structure, high conductivity, exceptional capacity, and chemical resistance—making them promising candidates for hybrid supercapacitors (HSCs). However, the development of MXene‐based HSCs is often hindered by the limited availability of cathode materials that deliver comparable electrochemical performance, especially in protic electrolytes. In this study, this challenge is addressed by introducing a du",5,crossref
10.1016/j.jpowsour.2024.235066,Compensating effect of self-assembled capsule towards enhanced structural stability of prussian blue cathodes for sodium-ion batteries,2024,,10,crossref
10.1002/cctc.202300357,Application of Prussian Blue Analogue‐Derived Mn−Co Catalysts in the Hydrogenation of CO to Higher Alcohols,2023,<jats:title>Abstract</jats:title><jats:p>Mn<jats:sub>x</jats:sub>Co<jats:sub>3‐x</jats:sub>[Co(CN)<jats:sub>6</jats:sub>]<jats:sub>2</jats:sub> Prussian blue analogues were synthesized with Mn : Co ratios in the range from 7 : 10 to 1 : 11 and pyrolyzed at 600 °C to obtain a highly nitrogen‐ and oxygen‐functionalized carbon matrix with embedded reduced Mn and Co species. These catalyst precursors were applied in the CO hydrogenation to higher alcohols at 260 °C and a pressure of 60 bar using a H,4,crossref
10.1021/acs.langmuir.5c04946,Microstructural Engineering and Dimensional Design of Prussian Blue Analogue-Derived Nanomaterials for Electromagnetic Wave Absorption,2025,,0,crossref
10.1016/j.electacta.2022.140284,An integrated optimization of composition and pore structure boosting electrocatalytic oxygen evolution of Prussian blue analogue derivatives,2022,,29,crossref
10.1016/j.colsurfa.2024.133962,"Prussian blue analogue assisted construction of hierarchical CoS2@(Fe,Ni)S2 heterostructures for efficient electrocatalytic oxygen evolution reaction",2024,,2,crossref
10.1016/j.inoche.2020.108349,Photoelectrochemical performance of titanium dioxide/Prussian blue analogue synthesized by impregnation conversion method as photoanode,2021,,7,crossref
10.1002/aenm.201800484,Transforming Nickel Hydroxide into 3D Prussian Blue Analogue Array to Obtain Ni<sub>2</sub>P/Fe<sub>2</sub>P for Efficient Hydrogen Evolution Reaction,2018,"<jats:title>Abstract</jats:title><jats:p>For the first time, a 3D Prussian blue analogue (PBA) with well‐defined spatial organization is fabricated by using a nickel hydroxide array as a precursor. The nickel hydroxide arrays are synthesized in titanium foil and reacted with K<jats:sub>3</jats:sub>[Fe(CN)<jats:sub>6</jats:sub>]. The plate‐like morphology of the nickel hydroxide is perfectly preserved and combined with abundant PBA nanocubes. After phosphidation at 350 °C, the obtained sample dem",214,crossref
10.1016/j.seppur.2024.130078,Highly efficient removal of trace thallium from surface water by Co@Fe Prussian blue analogue coated membrane,2025,,12,crossref
10.1021/acs.inorgchem.7b02051,Electronic Conductivity in a Porous Vanadyl Prussian Blue Analogue upon Air Exposure,2017,,22,crossref
10.1016/j.jallcom.2025.182556,Enhanced oxygen evolution electrocatalysis using trimetallic CoCuFe Prussian Blue Analogue dispersed on phosphorus-doped MoS2,2025,,1,crossref
10.1002/cssc.201900582,Intercalation Pseudocapacitance Boosting Ultrafast Sodium Storage in Prussian Blue Analogs,2019,"<jats:title>Abstract</jats:title><jats:p>Great expectation is placed on sodium‐ion batteries with high rate capability to satisfy multiple requirements in large‐scale energy storage systems. However, the large ionic radius and high mass of Na<jats:sup>+</jats:sup> hamper its kinetics in the case of diffusion‐controlled mechanisms in conventional electrodes. In this study, a unique intercalation pseudocapacitance has been demonstrated in low‐vacancy copper hexacyanoferrate, achieving outstanding ",43,crossref
10.1039/d5se00758e,Destabilization of ammonia borane <i>via</i> dual confinement in a cobalt-based Prussian blue analogue,2025,<jats:p>The lacunar Co<jats:sup>II</jats:sup>[Co<jats:sup>III</jats:sup>(CN)<jats:sub>6</jats:sub>]<jats:sub>2/3</jats:sub>□<jats:sub>1/3</jats:sub> Prussian blue analogue confines ammonia borane (NH<jats:sub>3</jats:sub>BH<jats:sub>3</jats:sub>) <jats:italic>via</jats:italic> a dual mechanism: with chemisorption onto coordinatively unsaturated Co<jats:sup>2+</jats:sup> sites and physisorption within the vacancies of the porous structure.</jats:p>,0,crossref
10.1016/j.ensm.2025.104621,Surface lattice regulation drives energy coupling to stabilize high-energy Mn-based Prussian blue analogue cathode,2025,,0,crossref
10.1016/j.cej.2020.126284,Hollow Prussian blue analogue/g-C3N4 nanobox for all-solid-state asymmetric supercapacitor,2021,,72,crossref
10.1016/j.cej.2023.146754,Tandem surface engineering of graphene quantum dot-assisted fluorinated NiFe Prussian blue analogue for electrocatalytic oxygen evolution reaction,2023,,26,crossref
10.2217/fon-2020-0736,Silver Prussian Blue Analogue Nanomedicine for Future Cancer Therapy,2020,,1,crossref
10.1002/smll.202404584,"Structural Evolution of Manganese Prussian Blue Analogue in Aqueous ZnSO
                    <sub>4</sub>
                    Electrolyte",2024,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Among different Prussian Blue Analogues (PBAs), manganese hexacyanoferrate (MnHCF), with open framework and two abundant electroactive metal sites, exhibits high potential for the grid‐scale aqueous rechargeable zinc‐ion batteries (ARZIBs) application. Until now, the intercalation mechanism of Zn
                    <jats:sup>2+</jats:sup>
                    into MnHCF has not been clearly illustrated. In this work",10,crossref
10.1038/s41467-025-58203-9,"Stable Ni(II) sites in Prussian blue analogue for selective, ampere-level ethylene glycol electrooxidation",2025,,42,crossref
10.1016/j.cej.2023.146682,"Fe, Mn-Prussian blue analogue@MXene composites for efficient photocatalytic peroxydisulfate-activated degradation of tetracycline hydrochloride and photoelectrochemical desalination",2023,,47,crossref
10.1007/s11705-019-1826-z,Two-dimensional SnS2 nanosheets on Prussian blue template for high performance sodium ion batteries,2019,,9,crossref
10.1016/j.surfin.2024.105356,Synergistic effect of Na enrichment and F modification on copper Prussian blue analogue nanoparticles for supercapacitors,2024,,0,crossref
10.1002/cctc.202500397,Exploring Prussian Blue Analogue‐Derived W<sup>6+</sup>‐Doped FeNi‐Hydroxide for Electrocatalytic Anodic Oxidation Reactions,2025,"<jats:title>Abstract</jats:title><jats:p>Electrocatalytic water splitting stands out as a highly promising method for H<jats:sub>2</jats:sub> production. However, the oxygen evolution reaction (OER) poses a considerable challenge of sluggish kinetics and high energy demand. Anodic oxidation reactions (AORs) provide an efficient alternative, enabling hydrogen generation while producing valuable chemicals. This study evaluates the benzylamine oxidation reaction (BAmOR) and benzyl alcohol oxidation",5,crossref
10.1016/j.jechem.2024.07.042,Cesium-doped manganese-based Prussian blue analogue as a high-efficiency cathode material for potassium-ion batteries,2024,,42,crossref
10.1016/j.ijhydene.2024.12.036,Enhanced photocatalytic hydrogen production through p-n heterojunction interface engineering using Prussian blue analogue-derived Co–Cu–P with graphdiyne (g-CnH2n-2) crystalline/amorphous,2025,,6,crossref
10.1002/adfm.202314167,Boosting Sodium Storage in Prussian Blue Analogs Through Iron Vacancies and Copper Doping,2024,"<jats:title>Abstract</jats:title><jats:p>Prussian Blue Analogs (PBAs) have shown considerable prospects as the cathode materials for sodium‐ion batteries (SIBs) on account of their high theoretical capacity, low cost, and easy preparation. The low practical capacity and poor cycling stability of PBAs, however, limit their wide practical deployment. To address these issues, a new strategy is deployed through introducing Fe vacancies and Cu‐dopant into the PBAs frame structure, boosting the specif",85,crossref
10.1021/acsanm.3c03360,"Prussian Blue Analogue Derived CoS<sub>2</sub>/FeS<sub>2</sub> Confined in N, S Dual-Doped Carbon Nanofibers for Sodium Storage",2023,,30,crossref
10.21275/sr24929201901,Unlocking Prussian Blue Analogues: Enhancing Multimetallic Composition in Layered Double Hydroxides for Next-Gen Electrochemical Water Splitting,2024,,0,crossref
10.1039/d5nj00953g,Enhancing the electrochemical performance of Prussian blue analogue cathodes through mild heat treatment for sodium-ion batteries,2025,"<jats:p>This study developed a mild heat treatment strategy (120 °C) that effectively reduces the lattice water content of Prussian blue analogues (PBAs) from 3.24H<jats:sub>2</jats:sub>O to 1.78H<jats:sub>2</jats:sub>O, achieving a remarkable capacity retention rate of 80% even after 750 cycles.</jats:p>",3,crossref
10.1021/acs.chemmater.9b00471,Low-Potential Prussian Blue Analogues for Sodium-Ion Batteries: Manganese Hexacyanochromate,2019,,73,crossref
10.1021/acsami.0c10874,Cubic MnS–FeS<sub>2</sub> Composites Derived from a Prussian Blue Analogue as Anode Materials for Sodium-Ion Batteries with Long-Term Cycle Stability,2020,,82,crossref
10.1016/j.electacta.2025.146753,Defect suppression of Prussian blue cathodes via adding chelating agents and constructing carbon nanotube conductive network for high-performance sodium-ion batteries,2025,,3,crossref
10.1016/j.microc.2022.107413,An extremely sensitive carbon paste electrode modified with Prussian blue analogue (PbA @CPE) for the electrochemical determination of Tetramisole HCl anthelmintic drug as a food contaminant in beef cuts and infant formula milk powder,2022,,7,crossref
10.1016/j.ijhydene.2025.150972,Hierarchical bismuth vanadate photoanode comodified with cobalt-iron Prussian blue analogue and nickel-oxhydroxide for efficient solar water oxidation,2025,,9,crossref
10.1021/acsenergylett.4c00976,Four-Electron Redox Reaction in Prussian Blue Analogue Cathode Material for High-Performance Sodium-Ion Batteries,2024,,57,crossref
10.1038/s41467-025-65062-x,Tuning cyanide coordination electronic structure enables stable Prussian blue analogues for sodium-ion batteries,2025,"<jats:title>Abstract</jats:title>
                  <jats:p>Prussian blue analogues exhibit significant potential as positive electrode materials for sodium-ion batteries, particularly due to their three-dimensional cyanide-bridged frameworks which facilitate fast charging capabilities. However, the labile chemical bonds coordinated by transition metal ions and cyanide ligands often lead to structural instability, causing serious electrochemical degradations during cycling. Fundamentally underst",3,crossref
10.1016/j.jcis.2024.06.239,High-entropy selenides derived from Prussian blue analogues as electrode materials for sodium-ion batteries,2024,,27,crossref
10.1149/ma2018-02/1/76,Modification of the Electron Density in Prussian Blue Iron Sites to Improve the Charge Extraction at High Voltages in Sodium Ion Batteries,2018,"<jats:p>	 	An interesting material for the cathode of Na-Ion battery is the metal-organic open framework called Prussian Blue AFe[Fe(CN)]<jats:sub>6</jats:sub> (A= alkali metals), in which alkali ions occupy half of the empty cubic cavities created by a cubic network of alternating high spin Fe and low spin Fe in the vertices and -C≡N- ligands on the edges. These materials exhibit interesting properties such as low cost, easiness of synthesis and good stability. During the charge process this ma",0,crossref
10.1002/slct.201801333,Ni Prussian Blue Analogue/Mesoporous Carbon Composite as Electrode Material for Aqueous K‐Ion Energy Storage: Effect of Carbon‐Framework Interaction on Its Electrochemical Behavior,2018,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    This study evaluates the interaction of mesoporous carbon (MC) and nitrogen doped mesoporous carbon (NMC) with Nickel prussian blue analogues (Ni‐PBA) and its effect on electrochemical properties and energy storage. The Raman, IR, Mossbauer and XPS results reveal that MC‐NiPBA composite exhibited a large modification to covalent character of carbon and an increase in defects of carbonaceous material. This latter is ",24,crossref
10.1016/j.jelechem.2024.118687,Porous and defective NiCo2O4 spinel derived from bimetallic NiCo-based Prussian blue analogue for enhanced hydrogen production via the urea electro-oxidation reaction,2024,,2,crossref
10.11001/jksww.2024.38.2.95,Selective adsorption of ammonium ion via cobalt-based Prussian blue analogue,2024,,0,crossref
10.1002/smtd.202100125,Hierarchically Assembling CoFe Prussian Blue Analogue Nanocubes on CoP Nanosheets as Highly Efficient Electrocatalysts for Overall Water Splitting,2021,"<jats:title>Abstract</jats:title><jats:p>Efficient and durable electrocatalysts are highly desirable for overall water splitting. Herein, a facile strategy is demonstrated to rationally construct CoFe Prussian blue analogues (PBA)@CoP cube‐on‐sheet hierarchical structure by etching reaction with intermediated CoO to form PBA nanocubes. Benefitting from the heterostructured engineering, the as‐synthesized CoFe PBA@CoP presents remarkable electrocatalytic performance in 1.0 <jats:sc>m</jats:sc> KO",70,crossref
10.1016/j.jelechem.2020.114594,Self-supported anodic film of Fe(III) redox center doped Ni-Co Prussian blue analogue frameworks with enhanced catalytic activity towards overall water electrolysis,2020,,20,crossref
10.1149/2.0031610jes,Influence of Structural Imperfection on Electrochemical Behavior of Prussian Blue Cathode Materials for Sodium Ion Batteries,2016,,94,crossref
10.1002/chem.202101711,Building an Iron Chromophore Incorporating Prussian Blue Analogue for Photoelectrochemical Water Oxidation,2021,"<jats:title>Abstract</jats:title><jats:p><jats:bold>Invited for the cover of this issue is the Ferdi Karadas and Ekmel Ozbay groups at Bilkent University and co‐workers. The image presents an utopic city in Iron Age, which is powered by an iron photosensitizer that bridges semiconductor buildings (TiO<jats:sub>2</jats:sub> nanowires) and the catalyst (cobalt site). Read the full text of the article at</jats:bold> <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""https://doi.o",0,crossref
10.1016/j.jcis.2024.04.065,Regioselective super-assembly of Prussian blue analogue,2024,,8,crossref
10.1002/cctc.202500178,Ruthenium Cobalt Nanoalloy Derived from Its Prussian Blue Analogue (RuCo‐PBA) for Efficient Hydrogen Evolution Electrocatalysis,2025,"<jats:title>Abstract</jats:title><jats:p>Prussian blue analogue (PBA)‐derived electrocatalysts have attracted significant interests for energy conversion applications. They have been extensively used for the production of renewable energy carriers like hydrogen in order to replace platinum based precious materials. We introduced a ruthenium cobalt PBA‐derived bimetallic RuCo nano‐alloy with the presence of the <jats:italic>N</jats:italic>‐doped graphitised carbon (RuCoNA/AB@T, where <jats:italic",3,crossref
10.1016/j.colsurfa.2022.130678,Efficient electrochemical reduction of nitrate by bimetallic Cu-Fe phosphide derived from Prussian blue analogue,2023,,18,crossref
10.1039/c9dt00141g,Gold@Prussian blue analogue core–shell nanoheterostructures: their optical and magnetic properties,2019,<p>Au@Prussian-blue analogue shell nanoheterostructures are multifunctional nano-objects combining optical and magnetic properties.</p>,16,crossref
10.1002/cctc.202200330,Boosting Synergy of Polymetal Phosphides by Core‐Shell Design of Prussian Blue Analogue Precursors as Electrocatalysts for Water Splitting,2022,"<jats:title>Abstract</jats:title><jats:p>Oxygen and hydrogen evolution reactions (OER and HER) are crucial for electrochemical water splitting, which is however hindered by the high cost of noble metal catalysts. Here, we present that by designing the core‐shell distribution of Prussian blue analogues, NiFe‐P@CoFe‐P nanocubes with various shell‐thickness are obtained to unlock the synergy of metal phosphides. The NiFe‐P@CoFe‐P nanocubes display a low overpotential of 248 mV at 10 mA cm<jats:sup>",16,crossref
10.1002/ejic.202200285,Cover Feature: Hierarchical Fe Doped Co Oxide/Hydroxide Nanosheet Arrays as Highly Efficient Oxygen Evolution Catalysts Prepared by Hydrothermal Etching of FeCo Prussian Blue Analogue (Eur. J. Inorg. Chem. 17/2022),2022,,0,crossref
10.1002/adma.202503814,Thermodynamically‐Driven Phase Engineering and Reconstruction Deduction of Medium‐Entropy Prussian Blue Analogue Nanocrystals,2025,"<jats:title>Abstract</jats:title><jats:p>Prussian blue analogs (PBAs) are exemplary precursors for the synthesis of a diverse array of derivatives.Yet, the intricate mechanisms underlying phase transitions in these multifaceted frameworks remain a formidable challenge. In this study, a machine learning‐guided analysis of phase transitions in a medium‐entropy PBA system is delineated, utilizing an array of descriptors that encompass crystallographic phases, structural subtleties, and fluctuations",15,crossref
10.1016/j.cej.2024.157009,A novel defect-rich Prussian blue analogue based on controlled doping strategy: Exceptional adsorption performance of platinum group metals and enhanced stability,2024,,3,crossref
10.1016/j.jpowsour.2025.238194,Novel strategy of in situ growth of a prussian blue analogue on Zn2In2S5 Nano-flower balls in concert with interfacial electron-directional transfer boosting photocatalytic hydrogen production,2025,,1,crossref
10.1016/j.seppur.2024.129700,Ultra-strong adsorption of ammonia nitrogen from low-temperature and complex systems by Prussian blue analogue,2025,,12,crossref
10.1016/j.est.2024.111924,Zinc-substituted Fe-based Prussian blue analogues induce a weak Jahn-Teller effect to enhance stability of sodium ion batteries,2024,,37,crossref
10.1016/j.mtchem.2023.101764,Rational design of a CoFe-prussian blue analogue-derived three-dimensional ternary nanocatalyst with efficient ORR/OER catalytic performance for Zn-air batteries,2023,,8,crossref
10.1016/j.matlet.2019.126868,Synthesis of Cu2O@Cu-Fe-K Prussian Blue analogue core–shell nanocube for enhanced electroreduction of CO2 to multi-carbon products,2020,,21,crossref
10.1016/j.scenem.2025.100013,Prussian blue analogue Co3[Co(CN)6]2 anode for lithium-ion batteries: Operando magnetometry insights into lithium storage,2025,,0,crossref
10.1021/acsanm.4c02915,Multimetallic Prussian Blue Analogue Nanoparticles for Oxygen Evolution Reaction and Efficient Benzyl Alcohol Oxidation,2024,,26,crossref
10.1039/d4nj00018h,A polyaniline-coated Ni–Co Prussian blue analogue nanocube-modified separator for high-performance lithium–sulfur batteries,2024,<jats:p>A PANi-coated Ni–Co-based Prussian blue analogue (NCP@PANi) was synthesized through a simple coprecipitation and <jats:italic>in situ</jats:italic> oxidation polymerization method. The NCP@PANi-modified separators can inhibit the polysulfide shuttling effectively.</jats:p>,8,crossref
10.1016/j.ica.2019.119273,Unique adsorption and desorption behaviour of ammonia gas at heating temperature using the Prussian blue analogue Zn3[Co(CN)6]2,2020,,9,crossref
10.1021/acsanm.4c05887,Prussian Blue Analogue-Based Nanowires as Cathode Materials for Aqueous Aluminum-Ion Storage,2024,,6,crossref
10.1039/c5nj03618f,Synthesis of CoFe Prussian blue analogue/carbon nanotube composite material and its application in the catalytic epoxidation of styrene,2016,<p>Synthesis and characterization of CoFePBA alone and CoFePBA/CNTs and their catalytic properties and kinetic studies of styrene epoxidation are presented.</p>,33,crossref
10.1016/j.jallcom.2019.153438,Prussian blue analogue-derived Mn–Fe oxide nanocubes with controllable crystal structure and crystallinity as highly efficient OER electrocatalysts,2020,,66,crossref
10.1002/ejic.201700162,Ordered Mesoporous Silica Monoliths as a Versatile Platform for the Study of Magnetic and Photomagnetic Prussian Blue Analogue Nanoparticles,2017,"<jats:title>Abstract</jats:title><jats:p>Invited for the cover of this issue is the group of Anne Bleuzen at Institut de Chimie Moléculaire et des Matériaux d'Orsay, Université Paris‐Saclay, France. The cover image shows the versatility of the chemistry that can be developed in the ordered pores of silica monoliths.</jats:p>",0,crossref
10.1016/j.catcom.2016.01.004,Hydrazine drastically promoted Fenton oxidation of bisphenol A catalysed by a FeIII–Co Prussian blue analogue,2016,,27,crossref
10.1016/j.micromeso.2023.112793,Mn–Co Prussian blue analogue cubic frames for efficient aqueous Zn ion batteries,2023,,25,crossref
10.1007/s10853-023-09025-x,Determining internal porosity in Prussian blue analogue cathode materials using positron annihilation lifetime spectroscopy,2023,"<jats:sec>
                <jats:title>Abstract</jats:title>
                <jats:p>Prussian blue analogues (PBAs), <jats:inline-formula><jats:alternatives><jats:tex-math>$${{A}_x{M}[{M'}({\text {CN}})_{6}]_{1-{{y}}}\cdot {z} {\text {H}}_{2}{\text {O}}}$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                    <mml:mrow>
                      <mml:msub>
                        <mml:mi>A</mml:mi>
                        <mml:mi>x</mml:mi>
                    ",5,crossref
10.1016/j.jcis.2018.05.039,Prussian Blue analogue supported on sulfur-doped carbon nitride as an enhanced heterogeneous catalyst for activating peroxymonosulfate,2018,,35,crossref
10.1016/j.jallcom.2020.157134,Prussian blue analogue derived low-crystalline Mn2O3/Co3O4 as high-performance supercapacitor electrode,2021,,38,crossref
10.1016/j.jelechem.2017.01.045,Synthesis of mesoporous Co(OH) 2 nanocubes derived from Prussian blue analogue and their electrocapacitive properties,2017,,23,crossref
10.1002/adfm.202008989,Pd Ion‐Exchange and Ammonia Etching of a Prussian Blue Analogue to Produce a High‐Performance Water‐Splitting Catalyst,2020,"<jats:title>Abstract</jats:title><jats:p>The authors report an ammonia‐assisted in situ cation‐exchange method for the synthesis of dodecagon N‐doped PdCoNi carbon‐based nanosheets (Pd‐e‐NiCo‐PBA‐C) and explore the catalytic performance. Pd‐e‐NiCo‐PBA‐C exerts extremely low overpotential and Tafel slope for hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) both in acidic and alkaline media, only 47 mV, 55 mV dec<jats:sup>−1</jats:sup> (pH = 0, HER) and 147 mV, 67 mV dec<jats:",83,crossref
10.1016/j.electacta.2025.147295,Prussian blue analogue-derived CuFeS₂/NC nanocomposites with bimetallic synergy for ultrahigh-capacity and stable lithium storage,2025,,0,crossref
10.1002/open.201800120,Synthesis of Hollow Co–Fe Prussian Blue Analogue Cubes by using Silica Spheres as a Sacrificial Template,2018,"<jats:title>Abstract</jats:title><jats:p>Herein, we report a novel method for the formation of hollow Prussian blue analogue (CoFe–PBA) nanocubes, using spherical silica particles as sacrificial templates. In the first step, silica cores are coated by a CoFe–PBA shell and then removed by etching with hydrofluoric acid (HF). The cubic shape of CoFe–PBA is well‐retained even after the removal of the silica cores, resulting in the formation of hollow CoFe–PBA cubes. The specific capacity of the hol",35,crossref
10.1016/j.jpowsour.2023.233104,Fabrication of ordered macro-mesoporous single-crystalline Prussian blue and their derivatives for rechargeable sodium ion batteries,2023,,11,crossref
10.1002/chem.202102290,Corrigendum: Building an Iron Chromophore Incorporating Prussian Blue Analogue for Photoelectrochemical Water Oxidation,2021,,1,crossref
10.1016/j.jpowsour.2021.230521,Prussian blue analogue Co3(Co(CN)6)2 cuboids as an electrode material for high-performance supercapacitor,2021,,35,crossref
10.1039/d2qi01966c,The synthesis of zeolitic imidazolate framework/prussian blue analogue heterostructure composites and their application in supercapacitors,2023,<jats:p>ZIF-67/PBA heterostructure composites was prepared by the ion-exchange method with ZIF-67 nanoparticles as host MOFs. The electrochemical performance of the ZIF-67/PBA heterostructure composites improved after low-temperature calcination.</jats:p>,36,crossref
10.1021/acsabm.9b00129,Tunable Hollow Bimetallic MnFe Prussian Blue Analogue as the Targeted pH-Responsive Delivery System for Anticancer Drugs,2019,,22,crossref
10.1016/j.diamond.2022.109620,Fe3O4 nanospheres deposited on Prussian blue analogue-derived Ni-Co/CNTs networks for electromagnetic wave absorption,2023,,13,crossref
